stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
racial segregation	Racial segregation	Racial segregation	2	4,72091812914	1,13186924793	3,09790790029e-05	1,0	2534,0	 
debate planning	planning debate	planning debate	2	3,14727875276	0,75457949862	3,09790790029e-05	1,0	2534,0	 
term use	use of the term	use of the term	4	7,86819688189	1,88644874655	3,09790790029e-05	1,0	2534,0	 
compressed database	compressed database	compressed database	2	3,14727875276	0,75457949862	3,09790790029e-05	1,0	2534,0	 
overall picture	overall picture	overall picture	2	3,14727875276	0,75457949862	3,09790790029e-05	1,0	2534,0	 
argument article central	central argument of this article	central argument of this article	5	3,9714236158	0,0284740640346	3,09790790029e-05	1,0	2534,0	 
land vacant	vacant land	vacant land	2	34,6200662803	8,30037448482	3,09790790029e-05	1,0	2534,0	 
Internet service	Internet service	Internet service	2	4,72091812914	1,13186924793	3,09790790029e-05	1,0	2534,0	 
discipline many	many disciplines	many disciplines	2	6,29455750551	1,50915899724	3,09790790029e-05	1,0	2534,0	 
economic way	way economic	way economic|&|economic way	2	3,14727875276	0,75457949862	3,09790790029e-05	1,0	2534,0	 
choice path traveler	travelers in the path choice	travelers in the path choice	5	3,9714236158	0,0284740640346	3,09790790029e-05	1,0	2534,0	 
ethnic status	ethnic status	ethnic status	2	3,14727875276	0,75457949862	3,09790790029e-05	1,0	2534,0	 
complementary view	complementary views	complementary views	2	3,14727875276	0,75457949862	3,09790790029e-05	1,0	2534,0	 
effect large	large effects	large effects	2	3,14727875276	0,75457949862	3,09790790029e-05	1,0	2534,0	 
American senior specialist	senior American specialist	senior American specialist	3	5,95713542369	0,0427110960519	3,11347527667e-05	1,0	2534,0	 
different traffic volume	different traffic volumes	different traffic volumes	3	3,9714236158	0,0284740640346	3,09790790029e-05	1,0	2534,0	 
distance metric	distance metric	distance metric|&|metric distances	2	6,29455750551	1,50915899724	3,09790790029e-05	1,0	2534,0	 
green light	green lights	green lights	2	3,14727875276	0,75457949862	3,11347527667e-05	1,0	2534,0	 
investment project	investment projects	investment projects|&|investment in projects	2	7,86819688189	1,88644874655	3,09790790029e-05	1,0	2534,0	 
city inner neighborhood	inner city neighborhoods	inner city neighborhoods	3	7,94284723159	0,0569481280691	3,09790790029e-05	1,0	2534,0	 
benefit financial	financial benefit	financial benefit	2	3,14727875276	0,75457949862	3,09790790029e-05	1,0	2534,0	 
contentious issue	contentious issues	contentious issues	2	7,86819688189	1,88644874655	3,11347527667e-05	1,0	2534,0	 
attractive place	attractive places	attractive places	2	7,86819688189	1,88644874655	3,09790790029e-05	1,0	2534,0	 
area several	several areas	several areas	2	3,14727875276	0,75457949862	3,09790790029e-05	1,0	2534,0	 
economic special zone	Special Economic Zones	Special Economic Zones	3	5,95713542369	0,0427110960519	3,09790790029e-05	1,0	2534,0	 
child experience	experiences of children	experiences of children	3	3,14727875276	0,75457949862	3,09790790029e-05	1,0	2534,0	 
first responder	first responders	first responders	2	4,72091812914	1,13186924793	3,09790790029e-05	1,0	2534,0	 
attitude nature	attitudes toward nature	attitudes toward nature|&|nature and attitudes	3	3,14727875276	0,75457949862	3,09790790029e-05	1,0	2534,0	 
coercive policy wartime	coercive wartime policies	coercive wartime policies	3	3,9714236158	0,0284740640346	3,09790790029e-05	1,0	2534,0	 
affair civic	civic affairs	civic affairs	2	3,14727875276	0,75457949862	3,09790790029e-05	1,0	2534,0	 
